host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_has_profile_pic,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,availability_eoy,number_of_reviews_ly,estimated_occupancy_l365d,estimated_revenue_l365d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,reviews_per_month
38%,80%,f,2.0,5.0,t,la Marina de Port,41.359627,2.1356036,Private room in rental unit,Private room,1,1.0,1.0,$33.00,31,365,31.0,31.0,365.0,365.0,31.0,365.0,9,24,54,54,14,4,0,54,14,248,8184.0,4.14,4.21,4.07,4.86,4.64,4.5,4.07,f,2,0.88
70%,11%,f,16.0,18.0,t,SarriÃ ,41.398071464845295,2.118950941003102,Entire rental unit,Entire home/apt,2,0.0,0.0,$62.00,32,365,32.0,32.0,365.0,365.0,32.0,365.0,0,0,0,35,0,0,0,0,0,0,0.0,4.601908396946565,4.648958351005175,4.62437950631945,4.7144770548816695,4.713702290076336,4.749703138252756,4.453307039864292,f,15,1.6996607294317219
100%,60%,t,3.0,3.0,t,la Teixonera,41.42428,2.15109,Entire rental unit,Entire home/apt,10,5.0,7.0,$126.00,32,332,32.0,32.0,332.0,332.0,32.0,332.0,0,0,0,256,0,0,0,0,0,0,0.0,4.601908396946565,4.648958351005175,4.62437950631945,4.7144770548816695,4.713702290076336,4.749703138252756,4.453307039864292,f,3,1.6996607294317219
100%,100%,f,4.0,4.0,t,el Poble Sec,41.3737317,2.1602315,Entire rental unit,Entire home/apt,2,1.0,2.0,$121.00,1,31,1.0,2.0,31.0,31.0,1.9,31.0,3,27,57,237,28,28,5,75,0,168,20328.0,4.54,4.61,4.89,4.64,4.61,4.64,4.21,f,1,4.33
100%,100%,t,2.0,5.0,t,el Poblenou,41.40134,2.20074,Entire rental unit,Entire home/apt,4,2.0,2.0,$217.00,3,365,1.0,3.0,365.0,365.0,3.0,365.0,9,30,60,240,44,30,4,78,22,180,39060.0,4.73,4.7,4.75,4.8,4.7,4.84,4.43,t,2,2.68
100%,82%,t,1.0,1.0,t,el TurÃ³ de la Peira,41.43213,2.16774,Entire rental unit,Entire home/apt,2,1.0,1.0,$40.00,31,62,31.0,31.0,62.0,62.0,31.0,62.0,0,0,5,239,6,5,1,5,3,255,10200.0,5.0,5.0,5.0,5.0,5.0,4.33,5.0,f,1,0.49
90%,97%,f,2.0,61.0,t,el Raval,41.3802073,2.1648025,Entire rental unit,Entire home/apt,2,1.0,1.0,$66.00,31,365,31.0,31.0,365.0,365.0,31.0,365.0,0,0,13,193,1,1,1,31,0,62,4092.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,f,2,1.0
92%,100%,f,60.0,64.0,t,la Dreta de l'Eixample,41.39147388114209,2.1622270682909988,Entire rental unit,Entire home/apt,6,3.0,4.0,$258.00,2,32,2.0,3.0,30.0,32.0,3.0,30.0,13,27,57,315,3,0,0,71,3,0,0.0,2.33,4.0,3.33,3.67,3.67,4.67,3.33,t,60,0.2
97%,99%,f,904.0,966.0,t,la Dreta de l'Eixample,41.40029,2.16892,Entire rental unit,Entire home/apt,5,3.0,3.0,$120.00,32,330,31.0,31.0,330.0,330.0,31.0,330.0,15,45,75,315,1,1,0,93,1,64,7680.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,t,514,0.09
90%,94%,f,12.0,25.0,t,el Poble Sec,41.37283,2.16064,Private room in rental unit,Private room,2,1.0,1.0,$35.00,31,365,31.0,31.0,365.0,365.0,31.0,365.0,29,59,79,79,2,0,0,79,2,0,0.0,4.5,4.5,4.5,4.5,4.5,5.0,4.5,f,2,0.14
98%,70%,f,452.0,651.0,t,"Sant Pere, Santa Caterina i la Ribera",41.38903003560693,2.180389357302537,Private room in rental unit,Private room,1,1.0,1.0,$44.00,33,360,33.0,33.0,360.0,360.0,33.0,360.0,10,10,10,184,0,0,0,22,0,0,0.0,4.601908396946565,4.648958351005175,4.62437950631945,4.7144770548816695,4.713702290076336,4.749703138252756,4.453307039864292,f,426,1.6996607294317219
98%,70%,f,452.0,651.0,t,"Sant Pere, Santa Caterina i la Ribera",41.38872,2.18122,Private room in rental unit,Private room,1,1.0,1.0,$34.00,33,360,33.0,33.0,360.0,360.0,33.0,360.0,0,0,0,162,0,0,0,0,0,0,0.0,4.601908396946565,4.648958351005175,4.62437950631945,4.7144770548816695,4.713702290076336,4.749703138252756,4.453307039864292,f,426,1.6996607294317219
98%,70%,f,452.0,651.0,t,"Sant Pere, Santa Caterina i la Ribera",41.38704,2.17969,Private room in rental unit,Private room,1,1.0,1.0,$39.00,33,360,33.0,33.0,360.0,360.0,33.0,360.0,14,44,74,254,1,1,0,92,1,66,2574.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,f,426,0.08
98%,70%,f,452.0,651.0,t,"Sant Pere, Santa Caterina i la Ribera",41.38868,2.17975,Private room in rental unit,Private room,1,1.0,1.0,$35.00,33,360,33.0,33.0,360.0,360.0,33.0,360.0,0,0,13,193,1,1,0,31,0,66,2310.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,f,426,0.68
59%,45%,f,102.0,112.0,t,Sant Gervasi - Galvany,41.40215,2.14236,Private room in rental unit,Private room,1,1.0,0.0,$85.00,31,365,31.0,31.0,365.0,365.0,31.0,365.0,29,59,89,269,0,0,0,107,0,0,0.0,4.601908396946565,4.648958351005175,4.62437950631945,4.7144770548816695,4.713702290076336,4.749703138252756,4.453307039864292,f,57,1.6996607294317219
100%,92%,f,1.0,1.0,t,Diagonal Mar i el Front MarÃ­tim del Poblenou,41.40752741998168,2.2098028961404563,Private room in rental unit,Private room,1,1.0,0.0,$45.00,31,365,3.0,31.0,365.0,365.0,29.1,365.0,6,36,40,94,63,45,6,40,29,255,11475.0,4.84,4.9,4.94,4.95,4.95,4.92,4.78,f,1,4.14
100%,100%,t,5.0,5.0,t,la Sagrada FamÃ­lia,41.40169038799817,2.171479930288537,Private room in rental unit,Private room,2,1.0,2.0,$96.00,1,1125,1.0,4.0,1125.0,1125.0,1.2,1125.0,0,3,14,216,23,20,4,15,10,120,11520.0,4.96,4.96,4.87,4.91,4.91,5.0,4.91,t,5,1.65
0%,63%,f,1.0,2.0,f,el Raval,41.38053,2.17345,Private room in rental unit,Private room,3,1.0,2.0,$130.00,3,365,3.0,3.0,365.0,365.0,3.0,365.0,29,59,89,269,1,0,0,107,1,0,0.0,2.0,3.0,3.0,2.0,1.0,4.0,1.0,f,1,0.08
94%,98%,t,34.0,42.0,t,el Barri GÃ²tic,41.387214036841165,2.172611844078708,Entire rental unit,Entire home/apt,6,3.0,4.0,$422.00,3,7,2.0,3.0,2.0,7.0,3.0,6.9,8,19,38,313,66,45,2,56,35,255,107610.0,4.86,4.95,4.89,4.94,4.88,4.91,4.76,t,34,4.02
100%,94%,t,1.0,1.0,t,Sant MartÃ­ de ProvenÃ§als,41.41730885979889,2.1995432617679342,Private room in home,Private room,2,1.0,2.0,$70.00,2,15,2.0,2.0,15.0,15.0,2.0,15.0,5,5,17,197,42,34,0,36,19,204,14280.0,4.95,4.88,5.0,4.88,4.9,4.79,4.79,f,1,2.9
100%,76%,f,4.0,5.0,t,el Poblenou,41.40358547405351,2.20532838026691,Private room in bed and breakfast,Private room,2,1.0,1.0,$111.00,31,365,31.0,31.0,365.0,365.0,31.0,365.0,30,60,90,270,12,12,0,108,5,255,28305.0,4.75,4.58,4.92,4.58,4.67,4.67,4.42,f,3,0.98
100%,80%,t,4.0,4.0,t,les Corts,41.38724,2.13574,Private room in rental unit,Private room,1,1.0,1.0,$37.00,2,5,1.0,2.0,5.0,5.0,2.0,5.0,5,29,47,47,108,80,5,47,53,255,9435.0,4.75,4.66,4.83,4.94,4.94,4.78,4.64,f,3,6.72
100%,99%,t,2.0,3.0,t,el Baix GuinardÃ³,41.410392189684565,2.172882962940929,Private room in condo,Private room,2,1.0,1.0,$60.00,31,365,2.0,31.0,365.0,365.0,23.6,365.0,1,10,34,50,47,40,1,50,17,255,15300.0,4.91,4.98,4.85,4.98,4.96,4.85,4.79,f,1,3.09
100%,100%,f,19.0,45.0,t,la Nova Esquerra de l'Eixample,41.38545960015708,2.144575038140497,Private room in rental unit,Private room,2,1.0,1.0,$58.00,1,365,1.0,1.0,365.0,365.0,1.0,365.0,29,32,32,32,31,18,2,32,16,108,6264.0,4.48,4.52,4.52,4.81,4.65,4.68,4.06,t,13,1.88
83%,100%,f,3.0,6.0,t,el Raval,41.37738776254932,2.169163934209064,Private room in rental unit,Private room,2,1.0,1.0,$54.00,2,365,1.0,5.0,365.0,365.0,2.5,365.0,5,13,34,194,62,45,4,52,30,255,13770.0,4.24,4.05,4.39,4.55,4.63,4.15,3.98,t,3,4.0
83%,29%,t,2.0,2.0,t,Sants - Badal,41.37587,2.12382,Private room in rental unit,Private room,1,1.0,1.0,$40.00,32,40,32.0,32.0,40.0,40.0,32.0,40.0,28,58,88,89,3,3,0,89,1,192,7680.0,5.0,5.0,4.67,5.0,5.0,5.0,4.33,f,2,0.25
100%,96%,f,1.0,2.0,t,el Barri GÃ²tic,41.37999830968464,2.1789830178022385,Entire rental unit,Entire home/apt,4,2.0,3.0,$86.00,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0,1,1,1,180,1,1,0,12,0,62,5332.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,f,1,0.73
100%,100%,f,3.0,3.0,t,"Sant Pere, Santa Caterina i la Ribera",41.381415301304735,2.182950737779783,Entire rental unit,Entire home/apt,4,1.0,1.0,$50.00,31,365,31.0,31.0,365.0,365.0,31.0,365.0,0,0,0,227,3,2,0,0,2,124,6200.0,4.0,4.33,3.67,4.67,5.0,5.0,3.33,f,2,0.24
97%,36%,f,58.0,69.0,t,"Sant Pere, Santa Caterina i la Ribera",41.3862724304,2.1811330318,Entire rental unit,Entire home/apt,2,0.0,1.0,$77.00,1,365,31.0,31.0,365.0,365.0,31.0,365.0,15,45,75,350,2,2,0,93,0,12,924.0,4.0,3.5,3.5,4.5,4.5,5.0,3.0,f,55,0.61
100%,100%,t,7.0,7.0,t,Sant Antoni,41.380248628715165,2.15808100328611,Entire rental unit,Entire home/apt,2,1.0,1.0,$67.00,31,335,31.0,31.0,335.0,335.0,31.0,335.0,0,0,16,259,6,5,0,16,3,255,17085.0,5.0,5.0,4.67,4.83,5.0,5.0,4.33,f,5,0.46
100%,100%,t,7.0,7.0,t,la Vila de GrÃ cia,41.4009879,2.1617146,Entire rental unit,Entire home/apt,2,1.0,1.0,$75.00,31,300,31.0,31.0,300.0,300.0,31.0,300.0,0,0,10,285,6,5,1,28,2,255,19125.0,5.0,5.0,4.67,5.0,5.0,5.0,4.67,f,5,0.41
83%,28%,f,426.0,618.0,t,Sants,41.37677,2.1407,Entire rental unit,Entire home/apt,16,8.0,12.0,"$1,320.00",1,330,1.0,1.0,330.0,330.0,1.0,330.0,29,59,89,269,1,1,0,107,0,6,7920.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,f,413,0.59
83%,89%,f,13.0,21.0,t,la Nova Esquerra de l'Eixample,41.38201,2.14966,Entire rental unit,Entire home/apt,2,1.0,1.0,$220.00,1,365,2.0,5.0,365.0,365.0,3.6,365.0,13,28,58,296,24,14,3,76,15,84,18480.0,4.75,4.75,4.79,4.75,4.75,4.79,4.29,f,13,1.46
100%,44%,f,3.0,5.0,t,la Vila de GrÃ cia,41.40065619538153,2.155770615063199,Entire rental unit,Entire home/apt,4,2.0,0.0,$88.00,32,365,32.0,32.0,365.0,365.0,32.0,365.0,0,21,51,325,2,1,0,69,2,64,5632.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,3,0.15
100%,98%,f,1.0,4.0,t,la Barceloneta,41.37876997341081,2.188467610209184,Private room in rental unit,Private room,1,1.0,1.0,$35.00,1,365,1.0,1.0,365.0,365.0,1.0,365.0,12,33,63,244,0,0,0,82,0,0,0.0,4.601908396946565,4.648958351005175,4.62437950631945,4.7144770548816695,4.713702290076336,4.749703138252756,4.453307039864292,f,1,1.6996607294317219
99%,41%,f,31.0,131.0,t,el BesÃ²s i el Maresme,41.41509,2.20944,Entire rental unit,Entire home/apt,2,1.0,1.0,$149.00,32,200,32.0,32.0,200.0,200.0,32.0,200.0,30,60,90,270,1,0,0,109,1,0,0.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0,f,31,0.06
100%,97%,t,1.0,2.0,t,la Sagrada FamÃ­lia,41.40583663419697,2.181504964828491,Private room in rental unit,Private room,2,1.0,1.0,$72.00,2,365,1.0,3.0,365.0,365.0,2.3,365.0,11,36,66,156,18,18,2,84,2,108,7776.0,4.94,4.94,4.78,5.0,4.94,4.94,4.72,f,1,1.5
92%,99%,f,77.0,131.0,t,la Dreta de l'Eixample,41.39573,2.16176,Entire rental unit,Entire home/apt,6,3.0,5.0,$453.00,1,1125,1.0,5.0,14.0,1125.0,2.8,802.4,5,14,40,304,36,21,0,53,27,126,57078.0,4.58,4.56,4.53,4.64,4.36,4.92,4.56,t,75,2.26
97%,99%,f,904.0,966.0,t,Sant Antoni,41.38033,2.16276,Entire rental unit,Entire home/apt,3,1.0,2.0,$118.00,32,329,31.0,31.0,1125.0,1125.0,31.0,1125.0,0,0,0,216,1,0,0,0,1,0,0.0,5.0,5.0,3.0,4.0,5.0,4.0,4.0,t,514,0.07
59%,45%,f,102.0,112.0,t,Sant Gervasi - Galvany,41.40211,2.1427,Private room in rental unit,Private room,1,1.0,1.0,$51.00,31,365,31.0,31.0,365.0,365.0,31.0,365.0,2,2,2,106,1,0,0,2,1,0,0.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,f,57,0.07
100%,100%,f,3.0,4.0,t,Diagonal Mar i el Front MarÃ­tim del Poblenou,41.411699,2.211859,Room in hotel,Private room,3,1.0,2.0,$350.00,1,365,1.0,1.0,28.0,731.0,1.0,509.5,29,59,89,114,2,0,0,108,2,0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,3,0.14
100%,100%,f,1.0,1.0,t,Hostafrancs,41.37595,2.1441,Entire rental unit,Entire home/apt,1,2.0,2.0,$50.00,32,365,32.0,32.0,365.0,365.0,32.0,365.0,0,0,0,159,1,0,0,0,1,0,0.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,f,1,0.08
97%,99%,f,904.0,966.0,t,Sant Antoni,41.38114218835593,2.1607799260912124,Entire rental unit,Entire home/apt,3,1.0,2.0,$114.00,32,330,31.0,31.0,330.0,330.0,31.0,330.0,17,47,77,317,4,2,0,95,2,128,14592.0,4.75,5.0,4.75,5.0,4.5,4.75,4.75,t,514,0.29
0%,0%,f,2.0,2.0,f,les Tres Torres,41.39473,2.12728,Private room in rental unit,Private room,1,1.0,1.0,$48.00,31,200,31.0,31.0,200.0,200.0,31.0,200.0,22,52,82,357,0,0,0,101,0,0,0.0,4.601908396946565,4.648958351005175,4.62437950631945,4.7144770548816695,4.713702290076336,4.749703138252756,4.453307039864292,f,1,1.6996607294317219
100%,100%,f,1.0,1.0,f,"Vallvidrera, el Tibidabo i les Planes",41.41292975545196,2.103079114870723,Entire rental unit,Entire home/apt,7,2.0,6.0,$261.00,32,365,32.0,32.0,365.0,365.0,32.0,365.0,0,27,57,332,3,3,1,76,0,192,50112.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,0.43
100%,100%,f,12.0,12.0,t,la Font de la Guatlla,41.3717645,2.1475975,Entire rental unit,Entire home/apt,4,1.0,0.0,$163.00,2,31,1.0,4.0,15.0,31.0,2.3,28.8,12,41,71,339,46,31,1,90,27,186,30318.0,4.57,4.61,4.43,4.7,4.91,4.87,4.54,t,1,2.94
97%,99%,f,904.0,966.0,t,Sant Antoni,41.3798,2.16063,Entire rental unit,Entire home/apt,3,1.0,2.0,$109.00,32,330,31.0,31.0,330.0,330.0,31.0,330.0,0,0,0,233,1,1,0,11,0,64,6976.0,2.0,2.0,3.0,1.0,1.0,3.0,1.0,t,514,0.16
10%,60%,f,1.0,1.0,t,el Raval,41.37642,2.17191,Private room in rental unit,Private room,3,1.0,0.0,$90.00,1,5,1.0,1.0,5.0,5.0,1.0,5.0,21,48,78,78,13,9,0,78,8,54,4860.0,4.23,4.31,4.15,4.46,4.31,4.54,4.15,f,1,0.85
83%,28%,f,426.0,618.0,t,Sant Antoni,41.38084723340626,2.1611593601741848,Entire rental unit,Entire home/apt,16,12.0,12.0,"$1,566.00",1,330,1.0,1.0,330.0,330.0,1.0,330.0,30,60,90,365,1,1,0,108,1,6,9396.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,413,0.09
97%,99%,f,904.0,966.0,t,Sant Antoni,41.37985591520752,2.162651441165339,Entire rental unit,Entire home/apt,2,1.0,1.0,$137.00,32,330,31.0,31.0,330.0,330.0,31.0,330.0,3,33,63,303,1,0,0,81,1,0,0.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,t,514,0.07
100%,99%,f,24.0,30.0,t,la Dreta de l'Eixample,41.40076,2.16807,Entire rental unit,Entire home/apt,9,5.0,7.0,$298.00,1,365,1.0,5.0,9.0,1125.0,2.6,241.4,2,11,29,167,44,39,4,35,14,234,69732.0,4.5,4.57,4.39,4.57,4.75,4.86,4.57,t,11,3.32
100%,99%,f,24.0,30.0,t,Sant Antoni,41.37969092726401,2.158891879157296,Entire rental unit,Entire home/apt,8,3.0,6.0,$282.00,1,365,1.0,5.0,9.0,1125.0,2.6,241.4,3,18,33,214,26,22,2,49,11,132,37224.0,4.19,4.52,4.64,4.6,4.6,4.76,4.16,t,11,1.93
100%,99%,f,24.0,30.0,t,la Sagrada FamÃ­lia,41.40500588027703,2.177000523410295,Entire rental unit,Entire home/apt,5,1.0,1.0,$181.00,1,365,1.0,5.0,27.0,999.0,4.6,71.9,1,8,24,282,188,179,11,40,44,255,46155.0,4.47,4.54,4.48,4.41,4.65,4.83,4.4,t,11,14.03
100%,100%,f,8.0,23.0,t,Sant Antoni,41.37701,2.1521,Private room in rental unit,Private room,2,1.0,1.0,$63.00,1,365,1.0,1.0,365.0,365.0,1.0,365.0,21,44,44,44,55,36,1,44,27,216,13608.0,4.56,4.6,4.75,4.69,4.69,4.85,4.35,t,7,3.38
100%,100%,f,8.0,9.0,t,el Poble Sec,41.37452243382579,2.16784501047705,Entire rental unit,Entire home/apt,4,2.0,3.0,$175.00,1,365,2.0,31.0,28.0,999.0,22.5,711.7,11,37,67,85,35,33,2,85,10,198,34650.0,4.37,4.54,4.63,4.2,4.57,4.43,3.89,t,8,2.63
0%,40%,f,1.0,1.0,t,"Sant Pere, Santa Caterina i la Ribera",41.3863727,2.1811574,Entire rental unit,Entire home/apt,4,2.0,0.0,$65.00,31,270,31.0,31.0,270.0,270.0,31.0,270.0,0,0,0,101,3,3,1,0,1,186,12090.0,5.0,4.67,4.67,5.0,4.67,5.0,5.0,f,1,0.33
97%,99%,f,904.0,966.0,t,Sants,41.38063123433134,2.1339442218246742,Entire rental unit,Entire home/apt,5,3.0,3.0,$146.00,32,329,31.0,31.0,1125.0,1125.0,31.0,1125.0,0,14,44,284,0,0,0,62,0,0,0.0,4.601908396946565,4.648958351005175,4.62437950631945,4.7144770548816695,4.713702290076336,4.749703138252756,4.453307039864292,t,514,1.6996607294317219
100%,99%,t,2.0,6.0,t,la Sagrada FamÃ­lia,41.40243,2.17536,Entire rental unit,Entire home/apt,3,1.0,2.0,$140.00,31,365,31.0,31.0,365.0,365.0,31.0,365.0,23,53,83,83,17,17,0,83,0,255,35700.0,5.0,4.94,4.94,4.94,4.94,5.0,4.82,f,2,2.51
99%,100%,f,290.0,339.0,t,la Dreta de l'Eixample,41.4017,2.17002,Private room in rental unit,Private room,1,1.0,1.0,$30.00,60,1125,32.0,60.0,1125.0,1125.0,33.2,1125.0,1,1,1,214,0,0,0,1,0,0,0.0,4.601908396946565,4.648958351005175,4.62437950631945,4.7144770548816695,4.713702290076336,4.749703138252756,4.453307039864292,t,244,1.6996607294317219
97%,99%,f,904.0,966.0,t,Sant Antoni,41.37964437098336,2.1605743099066066,Entire rental unit,Entire home/apt,3,2.0,2.0,$134.00,32,330,31.0,31.0,330.0,330.0,31.0,330.0,10,40,70,310,0,0,0,88,0,0,0.0,4.601908396946565,4.648958351005175,4.62437950631945,4.7144770548816695,4.713702290076336,4.749703138252756,4.453307039864292,t,514,1.6996607294317219
84%,45%,f,29.0,42.0,t,la Barceloneta,41.37741589189218,2.189695907078833,Entire rental unit,Entire home/apt,2,1.0,1.0,$69.00,32,365,32.0,32.0,365.0,365.0,32.0,365.0,13,43,73,73,4,3,0,73,2,192,13248.0,4.75,4.75,4.0,5.0,4.25,5.0,4.5,f,27,0.32
97%,99%,f,904.0,966.0,t,Sant Antoni,41.37968716463123,2.1612955929213404,Entire rental unit,Entire home/apt,3,2.0,2.0,$136.00,32,330,31.0,31.0,330.0,330.0,31.0,330.0,0,0,9,249,0,0,0,27,0,0,0.0,4.601908396946565,4.648958351005175,4.62437950631945,4.7144770548816695,4.713702290076336,4.749703138252756,4.453307039864292,t,514,1.6996607294317219
83%,28%,f,426.0,618.0,t,la Sagrada FamÃ­lia,41.40349,2.17409,Entire rental unit,Entire home/apt,16,8.0,12.0,"$1,620.00",1,330,1.0,1.0,330.0,330.0,1.0,330.0,30,60,90,270,0,0,0,108,0,0,0.0,4.601908396946565,4.648958351005175,4.62437950631945,4.7144770548816695,4.713702290076336,4.749703138252756,4.453307039864292,f,413,1.6996607294317219
97%,99%,f,904.0,966.0,t,Sant Antoni,41.3803,2.16083,Entire rental unit,Entire home/apt,3,2.0,2.0,$113.00,32,330,31.0,31.0,330.0,330.0,31.0,330.0,24,54,84,324,0,0,0,102,0,0,0.0,4.601908396946565,4.648958351005175,4.62437950631945,4.7144770548816695,4.713702290076336,4.749703138252756,4.453307039864292,t,514,1.6996607294317219
92%,33%,f,1.0,1.0,t,la Barceloneta,41.37952065603992,2.1902600623167694,Entire rental unit,Entire home/apt,2,2.0,2.0,$87.00,32,270,32.0,32.0,270.0,270.0,32.0,270.0,28,58,88,107,5,3,0,107,3,192,16704.0,5.0,5.0,4.6,5.0,5.0,4.8,4.4,f,1,0.36
97%,99%,f,904.0,966.0,t,Sant Antoni,41.38174,2.16262,Entire rental unit,Entire home/apt,3,2.0,2.0,$74.00,32,330,31.0,31.0,330.0,330.0,31.0,330.0,0,24,54,294,0,0,0,72,0,0,0.0,4.601908396946565,4.648958351005175,4.62437950631945,4.7144770548816695,4.713702290076336,4.749703138252756,4.453307039864292,t,514,1.6996607294317219
97%,99%,f,904.0,966.0,t,Sant Antoni,41.3795262570851,2.16242662031994,Entire rental unit,Entire home/apt,3,2.0,2.0,$121.00,32,330,31.0,31.0,330.0,330.0,31.0,330.0,11,41,71,311,1,1,0,89,0,64,7744.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,t,514,0.12
100%,100%,f,2.0,2.0,t,la Prosperitat,41.43979634499788,2.1787776493345263,Private room in rental unit,Private room,1,1.0,1.0,$51.00,10,365,10.0,10.0,365.0,365.0,10.0,365.0,0,15,45,320,1,1,0,64,0,20,1020.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,t,2,0.37
100%,93%,t,4.0,4.0,t,la Dreta de l'Eixample,41.396495596555134,2.176830113542943,Private room in rental unit,Private room,1,1.0,1.0,$64.00,15,365,8.0,15.0,365.0,365.0,14.8,365.0,8,19,25,205,10,8,0,43,6,240,15360.0,4.9,4.9,4.8,5.0,5.0,5.0,4.7,f,4,0.76
99%,98%,f,140.0,178.0,t,la Bordeta,41.37264,2.13888,Entire rental unit,Entire home/apt,4,2.0,2.0,$52.00,1,1125,1.0,2.0,2.0,1125.0,2.0,52.3,20,50,80,355,34,25,1,98,17,150,7800.0,4.65,4.62,4.79,4.85,4.91,4.68,4.41,t,101,2.2
100%,98%,t,1.0,1.0,t,les Corts,41.38848780085067,2.142469100654125,Private room in rental unit,Private room,2,1.0,1.0,$90.00,1,365,1.0,1.0,365.0,365.0,1.0,365.0,2,26,56,56,122,74,5,56,66,255,22950.0,4.98,4.96,4.95,4.99,4.98,4.89,4.88,f,1,7.72
99%,98%,f,140.0,178.0,t,el Barri GÃ²tic,41.37801,2.17604,Entire rental unit,Entire home/apt,5,2.0,2.0,"$2,965.00",1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,0,0,0,73,1,0,0,0,1,0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,101,0.06
99%,98%,f,140.0,178.0,t,el Barri GÃ²tic,41.38162,2.17775,Entire rental unit,Entire home/apt,6,4.0,4.0,"$5,000.00",1,365,1.0,1.0,365.0,365.0,1.0,365.0,29,59,89,269,0,0,0,107,0,0,0.0,4.601908396946565,4.648958351005175,4.62437950631945,4.7144770548816695,4.713702290076336,4.749703138252756,4.453307039864292,f,101,1.6996607294317219
99%,98%,f,140.0,178.0,t,el Barri GÃ²tic,41.37990642446234,2.1760714545071926,Entire rental unit,Entire home/apt,3,2.0,2.0,$290.00,1,1125,1.0,2.0,2.0,1125.0,2.0,72.2,9,39,69,340,8,8,2,87,0,48,13920.0,4.5,4.63,4.38,4.75,5.0,4.75,4.5,f,101,3.29
99%,98%,f,140.0,178.0,t,el Barri GÃ²tic,41.38003769148804,2.175929451136533,Entire rental unit,Entire home/apt,9,0.0,5.0,$173.00,1,1125,1.0,2.0,2.0,1125.0,1.9,105.5,18,38,64,313,22,21,5,82,1,126,21798.0,4.73,4.73,4.91,4.73,4.77,4.36,4.45,f,101,1.42
99%,100%,f,290.0,339.0,t,Sant Gervasi - Galvany,41.40061,2.14908,Private room in rental unit,Private room,2,1.0,1.0,$54.00,60,1125,32.0,60.0,1125.0,1125.0,34.2,1125.0,1,31,61,336,0,0,0,79,0,0,0.0,4.601908396946565,4.648958351005175,4.62437950631945,4.7144770548816695,4.713702290076336,4.749703138252756,4.453307039864292,t,244,1.6996607294317219
99%,100%,f,290.0,339.0,t,el Camp d'en Grassot i GrÃ cia Nova,41.40219,2.16814,Private room in rental unit,Private room,1,1.0,1.0,$30.00,60,1125,32.0,60.0,1125.0,1125.0,42.6,1125.0,0,0,0,227,1,1,1,0,0,120,3600.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,t,244,1.0
100%,99%,f,1.0,2.0,t,la Sagrada FamÃ­lia,41.40873,2.17548,Entire rental unit,Entire home/apt,6,3.0,4.0,$233.00,1,60,1.0,1.0,1125.0,1125.0,1.0,1125.0,8,25,49,306,75,57,7,65,33,255,59415.0,4.79,4.76,4.88,4.67,4.73,4.92,4.72,t,1,4.9
98%,98%,f,9.0,10.0,t,el GuinardÃ³,41.4148618,2.1780506,Entire rental unit,Entire home/apt,6,2.0,3.0,$205.00,3,1125,1.0,3.0,365.0,365.0,2.8,365.0,7,23,53,328,35,27,2,72,17,162,33210.0,4.86,4.83,4.74,4.89,4.91,4.74,4.66,t,7,2.34
98%,98%,f,9.0,10.0,t,el GuinardÃ³,41.4148618,2.1780506,Entire rental unit,Entire home/apt,4,2.0,2.0,$183.00,3,1125,1.0,4.0,365.0,365.0,1.9,365.0,5,17,47,320,32,23,2,66,17,138,25254.0,4.69,4.72,4.75,4.88,4.84,4.78,4.5,t,7,2.04
